，,34785
？,24417
的,22667
么,10511
一,10480
国,9688
！,9562
是,9110
0,8542
人,8489
不,8479
有,8082
大,7945
：,7687
了,7581
 ,7387
中,6713
1,6651
为,6452
什,6259
上,5675
在,5565
“,5560
”,5539
你,5347
这,5303
个,5205
2,4884
年,4669
美,4495
如,4394
能,4149
会,4116
最,4059
怎,3947
何,3935
吗,3929
生,3868
出,3839
家,3833
车,3825
5,3738
看,3713
来,3697
新,3627
子,3447
下,3437
到,3429
联,3428
多,3315
机,3312
小,3247
后,3244
发,3180
学,3139
对,3121
好,3087
要,3079
8,3036
成,3033
业,2950
行,2927
地,2926
高,2882
都,2852
还,2834
哪,2804
手,2798
我,2796
开,2776
和,2694
日,2661
动,2644
3,2633
万,2589
用,2541
战,2463
天,2456
现,2455
时,2417
样,2408
全,2361
市,2333
被,2317
可,2302
里,2278
些,2213
以,2209
公,2147
《,2140
》,2139
三,2116
价,2086
房,2073
4,2070
本,2047
游,2042
场,2034
女,2030
将,2005
老,1990
就,1990
过,1963
世,1959
没,1952
比,1947
网,1929
第,1913
事,1884
自,1872
6,1867
打,1862
、,1844
军,1826
力,1820
特,1812
说,1796
之,1779
月,1768
斯,1756
得,1735
去,1719
马,1717
方,1714
山,1703
果,1701
产,1699
金,1689
真,1688
电,1687
9,1679
分,1668
西,1656
合,1649
心,1647
界,1645
长,1618
名,1615
赛,1615
想,1611
海,1592
买,1587
们,1584
7,1580
东,1577
前,1574
利,1563
区,1562
友,1559
球,1549
作,1536
他,1534
点,1483
实,1469
经,1469
—,1458
工,1456
元,1454
重,1453
资,1448
村,1447
农,1446
道,1443
无,1434
王,1423
南,1421
A,1404
钱,1400
十,1397
城,1391
进,1387
文,1352
主,1341
让,1336
与,1335
法,1331
入,1325
度,1323
意,1319
回,1318
面,1308
者,1305
明,1301
起,1301
安,1294
做,1291
少,1270
加,1261
活,1249
强,1244
S,1224
亿,1220
.,1219
民,1193
外,1191
教,1186
品,1184
代,1181
P,1174
种,1167
信,1164
二,1163
知,1161
理,1158
情,1158
解,1157
化,1148
水,1130
体,1129
股,1127
次,1125
首,1123
风,1123
花,1121
北,1121
很,1119
只,1117
超,1112
于,1110
头,1110
华,1110
今,1110
却,1108
o,1106
e,1095
给,1094
级,1089
技,1084
别,1081
路,1081
创,1080
展,1072
更,1072
身,1071
再,1068
当,1068
定,1062
a,1061
两,1060
四,1057
部,1057
队,1055
平,1054
关,1047
罗,1040
那,1040
英,1038
原,1038
G,1030
宝,1027
值,1026
位,1023
收,1022
五,1021
京,1020
神,1019
影,1017
色,1015
谁,1014
i,1011
越,999
州,998
也,996
火,993
选,991
建,988
才,984
太,984
投,983
正,981
朗,978
亚,974
底,971
造,967
克,967
相,960
俄,956
布,955
内,954
星,952
爱,948
师,946
司,946
空,943
数,941
C,938
又,935
科,930
张,929
同,928
保,928
伊,927
走,925
红,923
应,922
普,917
